mass,dispersion,kinetic_energy,mean_radius,Group_M_Crit200,Group_M_Crit500,Group_M_Mean200,Group_M_TopHat200,Group_R_Crit200,Group_R_Crit500,Group_R_Mean200,Group_R_TopHat200
110,52.518127,1136265.625,44.61891726969977,14.261117,12.277497,17.74982,16.14419,84.96687,59.56018,140.96582,112.574066
117,51.537945,11709243.9140625,50.79430841716545,13.938801,11.960259,18.045797,16.207064,84.32292,59.041634,141.74666,112.719025
109,58.205997,5237386.1328125,45.40920714733962,7.8249674,6.451773,9.757162,8.753583,69.563156,48.06006,115.47449,91.79106
103,59.02622,6319204.09765625,59.105870319706824,14.5731735,13.135591,17.158836,15.770517,85.58461,60.915962,139.38155,111.69231
137,75.02909,25599736.515625,48.04129032584236,11.623086,8.873293,14.851494,13.283696,79.37233,53.447716,132.82977,105.48578
103,62.94817,2116790.619140625,39.906580362767244,13.160232,10.607687,18.043777,16.215036,82.72621,56.723633,141.73746,112.733154
118,73.453575,8160231.0,66.35694861057318,11.63484,10.044487,16.702986,12.970542,79.39641,55.70356,138.13312,104.6505
100,88.65926,8139312.5,39.16304092398932,12.03893,9.80915,17.275091,14.802895,80.3076,55.266926,139.69266,109.36193
124,61.86229,25243435.625,44.656109221699026,5.601777,4.681185,7.865715,6.807604,62.227554,43.186043,107.46962,84.41731
110,58.354168,4947372.890625,38.07595782712662,7.7761307,4.115337,13.067553,10.154993,69.41896,41.3715,127.28308,96.44887
104,51.003628,3152075.46875,61.420211517158585,14.810554,12.389672,17.932003,16.293821,86.04703,59.740166,141.44072,112.9185
115,55.932358,1645208.642578125,43.412915986075646,16.823664,13.923076,19.689243,18.356752,89.77928,62.107414,145.92474,117.4957
190,97.49832,35704390.3125,45.9245171917667,14.62059,11.9036255,17.495878,15.866807,85.68013,58.947002,140.28845,111.91944
136,76.21528,1598447.046875,49.572533071815585,6.6841073,5.4791665,10.029036,8.178711,66.00329,45.514595,116.53871,89.73686
118,51.007378,17430499.0625,43.110581262572595,13.531514,10.959339,16.136265,14.916306,83.49826,57.34433,136.55392,109.64221
117,51.877533,4707408.62109375,47.15156951589735,13.743804,11.379612,17.344234,15.595976,83.928154,58.071293,139.883,111.28511
178,122.020164,6502584.0546875,41.9928495587344,14.788541,11.4957285,17.91177,16.609821,86.005196,58.266354,141.39526,113.64598
117,60.25873,1612238.4052734375,43.523320403495326,13.711187,11.661762,15.894179,15.03663,83.86507,58.54576,135.87273,109.93715
80,65.38764,8748834.375,35.04891949564922,13.134326,10.984095,18.07469,15.88151,82.67143,57.39068,141.82217,111.9552
119,54.58973,6370697.5390625,46.71443332900443,13.185588,10.434166,17.064156,15.050153,82.78262,56.413155,139.1247,109.96655
112,50.149723,8924482.875,50.89119828123523,12.3969,9.173908,16.79155,15.155783,81.095665,54.04575,138.38068,110.22296
115,55.44981,2211996.69921875,42.04874606808671,12.051044,10.317951,16.811455,14.419337,80.333954,56.203285,138.43616,108.40967
109,52.004776,5056612.1875,50.12315399499766,13.295099,10.731242,16.797287,15.2473345,83.007744,56.944065,138.39233,110.44793
92,47.93358,3463437.75,58.89380463690026,12.500446,10.758135,15.990615,14.223859,81.32244,56.991932,136.14444,107.92143
109,56.320175,2530999.16015625,38.886409348656116,13.609833,10.873174,17.46672,15.700861,83.657135,57.195908,140.20667,111.530685
108,60.87814,2949069.3046875,50.80091446181112,17.046024,15.052559,19.017593,18.274317,90.17919,63.745037,144.24551,117.31744
112,54.117165,6893427.625,45.63036676483929,8.995413,7.7313867,11.025837,10.123179,72.87294,51.048,120.27942,96.35516
107,59.204765,8168331.515625,40.17657103775237,6.912553,5.936984,9.081949,7.8642416,66.74572,46.749687,112.74657,88.57605
115,58.6777,6196009.53125,43.966170744356106,11.267009,7.1576843,15.629854,13.576733,78.55313,49.75421,135.11478,106.25247
120,44.25928,2241063.75,68.66521405408818,12.7655115,10.848702,15.946616,14.463425,81.88661,57.1509,136.01552,108.516785
130,48.16125,11754130.78125,54.54146573365076,14.303485,11.930949,16.570625,15.580792,85.05394,58.993538,137.771,111.2484
106,73.747246,20285365.75,56.24845918028555,14.146285,11.605613,17.286585,15.594128,84.74219,58.453163,139.72543,111.27658
122,52.243137,3339964.453125,50.34799068498787,9.612967,8.083598,15.840013,11.17004,74.50348,51.811634,135.71277,99.56182
86,54.86539,2646444.57421875,48.1238940619678,12.974473,10.771889,16.304756,14.563089,82.33177,57.017525,137.03311,108.76715
106,51.45573,10725889.90625,46.32130008750699,12.574768,9.823903,16.426432,14.092254,81.47821,55.293472,137.36765,107.58121
115,47.339317,4228731.484375,58.43482196403742,13.637511,10.760598,17.356503,15.942412,83.711815,56.998028,139.913,112.103294
118,53.494816,761612.79296875,46.69580592532508,13.547482,11.877223,15.870389,14.714031,83.52547,58.90387,135.80457,109.14145
107,70.65364,7840722.59375,41.618763316092625,12.4001665,10.297322,18.354666,15.478315,81.10147,56.16778,142.54578,111.00387
103,59.45635,14200751.625,42.453199760699725,11.722159,9.5569935,15.345363,13.71722,79.59341,54.786785,134.29144,106.6229
100,57.33134,697701.85546875,47.63262477923482,7.4147506,6.284249,10.420661,9.31111,68.326355,47.64299,118.03122,93.699295
113,49.408375,2385731.921875,54.74284030312206,9.674879,7.938011,14.785486,11.79976,74.662636,51.501694,132.6337,101.40175
105,58.520596,14254770.46875,40.77469715073767,14.849633,13.079936,17.642857,16.246237,86.12428,60.827705,140.6819,112.80496
119,54.079784,2368754.267578125,50.68239416330882,13.485904,11.198402,17.7204,15.5347595,83.40007,57.76021,140.88248,111.132904
99,53.810825,12392756.578125,48.796152031948175,9.045132,7.2399015,14.87308,13.678027,73.00629,49.94304,132.89383,106.51575
121,53.50011,12836519.4375,45.28368965563788,2.745149,2.358928,5.667511,3.9457722,49.060036,34.36621,96.34633,70.3831
111,57.766117,5719914.1171875,39.64323472637308,14.043209,11.80476,17.894266,16.034962,84.53909,58.785805,141.3445,112.31792
111,56.824986,4222034.15625,38.99916271386878,11.7070875,9.507308,16.430534,13.783339,79.56196,54.693367,137.37762,106.789566
106,53.40939,429881.4990234375,44.87309579873557,12.71348,9.284739,16.594177,15.106311,81.7783,54.26334,137.837,110.10388
93,54.75028,5440690.359375,43.783297875463454,13.191851,10.516483,16.982052,15.211312,82.793915,56.56205,138.90553,110.360916
94,53.59369,8505802.234375,53.59636928730574,11.539001,9.689252,16.62485,14.079984,79.17972,55.039536,137.91988,107.55182
94,59.33216,655478.4775390625,41.58906869317495,13.181448,10.632562,17.026312,15.033062,82.77348,56.769352,139.0206,109.92978
115,45.61084,2941176.66015625,59.650628745769524,13.915014,11.41602,18.576416,16.092537,84.276794,58.131744,143.12134,112.44804
97,47.235355,25295926.75,50.31009796284688,13.576084,10.128543,18.074303,16.373383,83.586685,55.856598,141.81552,113.099594
123,55.148987,4724186.8828125,45.43365537809637,9.53929,7.6224885,15.634141,10.994204,74.31255,50.806763,135.12212,99.036575
112,54.422974,6122158.4375,45.29988779218305,10.83098,8.722694,20.039116,15.072761,77.52344,53.145424,146.78345,110.01926
125,108.16233,8683327.1484375,59.444757541929214,15.287523,12.4489975,18.149942,17.056498,86.96381,59.83295,142.01703,114.652016
121,74.531204,11760510.8671875,61.45200068892692,11.182715,8.655231,14.229053,12.849559,78.35537,53.006924,130.94556,104.32289
83,55.193954,2354347.19921875,47.68762542988092,12.494358,10.383533,15.875821,13.885085,81.30317,56.32279,135.81577,107.05654
151,129.96487,2557287.04296875,48.410047664134254,13.145041,10.524301,16.864681,15.255131,82.69107,56.57524,138.57901,110.46573
108,52.901836,12984229.125,50.840842437607435,12.629768,10.6357765,16.928791,14.957223,81.597626,56.775314,138.75699,109.73838
139,120.22571,24471214.96875,50.00070556142808,16.132483,14.219497,18.525429,17.582468,88.53986,62.545837,142.99092,115.81918
93,62.22031,6363895.546875,52.80078919716778,10.345055,7.983458,14.751472,13.230116,76.349365,51.598824,132.53107,105.34381
119,51.42741,7607451.5234375,49.75143047173996,11.680044,9.575162,15.311319,13.439117,79.500786,54.82233,134.19049,105.89153
125,76.57125,9367814.453125,48.82164957062466,14.037311,10.857005,17.827602,16.139143,84.52817,57.166054,141.17377,112.562965
121,54.2355,3582058.240234375,47.773753703982166,13.112697,11.020214,16.61107,15.083618,82.62275,57.450993,137.8848,110.052025
103,56.497425,16007056.1875,39.47764398998501,15.154937,12.778579,18.379803,16.803417,86.708466,60.359627,142.61638,114.084015
117,55.665062,8923427.296875,42.04051361670371,13.101948,10.861352,16.666008,14.859562,82.60674,57.175014,138.03177,109.50513
85,67.1898,8651199.0625,56.41676667888723,12.916871,11.004576,16.702227,15.355196,82.21361,57.42398,138.13062,110.70328
117,56.862186,3692665.3359375,43.442715514226315,15.464386,13.111602,18.400013,17.429176,87.29909,60.877472,142.66623,115.48491
129,47.791306,7808960.07421875,61.83621140574206,13.08071,10.584033,16.531542,15.072169,82.55725,56.683105,137.665,110.018814
107,52.234585,2125357.091796875,53.220807450687225,13.605799,11.192635,16.816889,15.337753,83.64665,57.75109,138.45059,110.66255
106,57.44676,4844855.875,40.52399854416902,9.636177,8.22968,16.460539,14.14856,74.563614,52.122665,137.46793,107.7238
110,53.13223,2502501.50390625,46.35987265910844,11.4618,8.6962385,16.877214,14.642924,79.00336,53.088863,138.61899,108.9638
111,57.55198,16287404.625,57.73737306153507,11.437051,9.299865,14.975258,13.235404,78.94333,54.290627,133.19736,105.35405
92,51.40042,2447484.984375,48.64626382750272,8.395863,6.85111,11.511439,10.046721,71.21637,49.032967,122.016495,96.111115
94,54.935535,1657864.046875,46.35467198928685,13.686323,11.028825,18.051521,15.735268,83.814705,57.465324,141.75436,111.61441
119,57.348183,4817769.38671875,47.2305112338015,15.895589,13.070905,20.183043,18.3558,88.10314,60.81619,147.13492,117.492035
109,46.553223,1835044.8046875,59.057175685940145,7.6896095,5.4922714,10.404922,9.1764765,69.15837,45.548996,117.977066,93.246765
123,94.394066,6221935.78125,91.59903281421698,12.632634,9.871233,16.567154,15.132335,81.60236,55.381016,137.75812,110.168274
100,46.055668,1544142.96875,60.569423220771014,14.950875,13.026937,18.242243,16.775797,86.31552,60.74565,142.25714,114.02254
111,54.409172,305633.67626953125,45.243887978533216,13.251026,10.656387,16.744331,15.332397,82.91647,56.810295,138.2534,110.653656
92,56.506214,2971965.484375,46.72703208362104,13.014068,10.752009,15.595373,14.4088,82.42142,56.981617,135.012,108.37998
102,67.78176,5073426.2109375,46.91895595315794,11.440777,9.295059,15.592987,13.571317,78.95192,54.28157,135.00507,106.24367
118,52.806362,3465503.7421875,48.851062112621975,15.529882,13.245463,19.348063,17.789223,87.41609,61.08602,145.07324,116.26993
85,56.046032,1526790.5859375,61.035964119653464,15.68119,13.363145,18.872713,17.539915,87.69989,61.26615,143.875,115.72473
108,53.30997,3848129.859375,42.76501700791781,13.2157755,10.76375,16.258099,14.607651,82.83832,57.000725,136.89941,108.88037
109,54.426155,34911443.09375,45.66241509539054,13.726957,12.388664,15.509824,14.749434,83.89789,59.73813,134.7688,109.23175
114,50.33363,1672133.7421875,53.01032430028961,12.135515,10.003703,15.329399,13.862707,80.520996,55.625977,134.24127,106.99736
113,56.592995,1937789.548828125,41.82080068718421,11.89708,7.1886845,16.140717,14.003351,79.98854,49.82592,136.56558,107.35362
113,60.046093,2619974.521484375,40.987219330390054,13.735073,11.658544,17.591276,15.6963005,83.91371,58.538414,140.54044,111.52374
160,84.48635,1397761.25,53.14100402319992,13.547611,10.797963,16.664028,15.301637,83.53129,57.062553,138.03157,110.57951
117,73.32359,2395640.583984375,32.85896449755474,14.254802,12.02079,17.347567,15.773437,84.954605,59.138733,139.8934,111.70401
115,52.811718,6801799.43359375,49.532450202335795,14.62463,12.246217,18.336111,16.573689,85.690094,59.507126,142.49678,113.559555
104,47.59604,4153554.84375,59.53169701275741,13.235819,10.253946,16.51825,15.231095,82.882065,56.08741,137.62683,110.40341
110,52.446136,5677937.03125,44.603121825299404,14.553455,11.52663,17.409466,15.931275,85.544876,58.316826,140.0538,112.076355
114,54.395653,3745376.484375,49.847349987549485,12.423001,9.561842,16.333128,14.202702,81.149994,54.795708,137.10815,107.86806
108,50.92988,5009437.40625,48.316767377025805,13.229666,10.467611,16.822157,15.103908,82.87245,56.474075,138.4642,110.1004
110,51.64641,1357753.955078125,46.61552402449344,11.451496,9.624968,15.395476,13.291538,78.97769,54.91829,134.4324,105.50508
108,58.3327,3157218.6328125,42.701492719444246,13.722226,11.195556,16.719528,15.435786,83.887024,57.75641,138.18411,110.903046
111,52.88196,2451731.578125,45.241272142570494,12.045091,9.854481,15.712954,14.276819,80.316635,55.348026,135.35123,108.05471
98,45.184334,4864021.3671875,59.376973651408,13.978204,12.4023905,16.171194,15.319863,84.40211,59.75914,136.65085,110.61794
117,49.890022,4087931.09765625,59.83669589625792,14.134111,11.16625,16.689806,15.357123,84.71641,57.705116,138.1022,110.70844
102,50.09788,1238372.23828125,48.00622518226152,13.519862,10.630397,17.111166,15.454285,83.47174,56.76763,139.25107,110.94273
112,53.688755,1498620.59375,50.578718717553286,9.695533,7.6280828,15.44563,13.327596,74.71504,50.821434,134.58229,105.59967
90,53.109177,9168990.46875,51.05530137829102,10.848211,9.239921,14.570464,12.65318,77.56662,54.17535,131.98572,103.79039
115,57.466118,7620040.15625,58.96439852121575,12.887438,10.841759,15.645009,14.466799,82.151886,57.140404,135.15387,108.52959
117,50.821587,714247.8090820312,55.09180237978356,11.541494,9.791249,14.863536,13.581024,79.1837,55.22996,132.86627,106.26281
115,54.19489,408781.0607910156,52.29321487789429,11.626069,10.368904,15.655452,13.211402,79.37738,56.295975,135.1871,105.29622
107,60.506813,490145.474609375,42.27920443823047,11.283458,9.174583,14.279423,13.284955,78.58766,54.04554,131.1021,105.492584
109,51.699345,5312300.640625,53.41539656170073,12.740967,10.3533325,15.7520685,14.111052,81.8403,56.270344,135.46426,107.63519
113,53.91921,1211819.50390625,47.51482344769499,14.197858,12.417047,16.319162,15.375533,84.84813,59.783264,137.06973,110.75093
118,57.06179,2801919.6796875,43.714241804284306,13.99666,12.027854,16.478348,15.540608,84.44153,59.152023,137.51428,111.15289
114,65.877106,3068409.75,64.89771098139748,11.868039,10.038939,16.950804,14.483398,79.92255,55.694897,138.8164,108.57176
98,54.036575,4463855.9765625,65.03817238505015,8.710235,7.1019387,13.070556,11.518042,72.094345,49.623756,127.29812,100.59062
116,53.48371,2061960.265625,58.343764645820336,13.750109,10.735653,17.450321,16.051706,83.94136,56.95382,140.16872,112.35895
102,55.05787,2496830.90625,46.7553420661078,13.968284,10.682438,18.578798,16.351639,84.38846,56.859306,143.12457,113.05296
129,62.31897,1868703.7001953125,37.31082164881089,13.931673,11.477855,17.730179,16.006798,84.31072,58.23488,140.91028,112.24987
105,53.818172,3575474.35546875,44.88179597956796,13.908042,10.089352,16.553415,15.868577,84.267426,55.784218,137.72556,111.9229
109,54.497448,5668002.5546875,40.981079201737266,11.958909,8.607583,15.207649,13.753368,80.1277,52.91057,133.88766,106.71483
108,52.66654,359158.271484375,47.67665802783502,14.582701,11.988209,18.371126,16.953978,85.606415,59.08593,142.59384,114.42169
110,56.08752,1388088.603515625,46.26569096162133,13.956429,11.489223,18.60466,16.067741,84.3609,58.25364,143.18903,112.39052
116,53.63349,1774788.8984375,48.019697598192714,13.7643,11.2194195,16.788267,15.474285,83.97398,57.7956,138.37456,110.98956
101,58.524597,7749497.2265625,39.4976775053966,11.948379,9.527154,15.659716,14.1943245,80.1054,54.72926,135.2009,107.84319
91,54.29541,6633558.0390625,43.589009038797556,2.2321599,2.0346382,3.8109465,2.8183172,45.79281,32.713688,84.40893,62.916084
141,378.50632,45387728.15625,47.108807521457706,12.511299,10.246016,16.475279,14.351111,81.34137,56.073807,137.5048,108.2361
112,62.478733,3286201.84375,44.47000585673941,15.107706,12.855371,17.779285,16.762323,86.61694,60.47843,141.04279,113.98658
106,84.61374,12407236.234375,79.36743627840231,12.860263,10.053318,16.54202,14.916919,82.09195,55.718872,137.6924,109.63927
113,82.25577,12043096.828125,52.380511810960044,14.536373,12.555345,18.089872,16.101007,85.512314,60.00541,141.86261,112.472565
122,51.545574,1550828.615234375,48.91107703814393,11.6002035,9.914756,14.451641,13.377347,79.320625,55.462753,131.6279,105.736404
114,57.55071,9717588.890625,44.75262954913934,14.847575,12.589353,17.505344,16.52003,86.11902,60.056953,140.3147,113.4375
96,62.66172,3040676.25,40.23621506714675,11.226379,8.883242,14.963863,13.302479,78.45636,53.469627,133.16342,105.53523
121,58.50084,13341811.65625,42.63705497605633,14.537013,11.454009,19.266226,16.780802,85.51277,58.194733,144.86699,114.03253
109,62.120647,652462.078125,45.14384831863169,11.756558,9.82374,15.703236,13.495424,79.6717,55.29374,135.32652,106.0457
88,51.60994,8505759.625,56.94149401126015,13.2127285,10.604476,16.218988,14.799861,82.831696,56.721054,136.78876,109.35324
100,56.9128,8544062.5,44.429677196895234,14.044678,11.856527,16.984001,15.799728,84.542435,58.87101,138.90306,111.76349
139,53.52093,5592389.171875,49.583241147936015,14.506443,12.462494,18.57947,16.874985,85.455696,59.854866,143.12692,114.24544
117,52.601994,5876892.17578125,48.871038642213755,13.124689,10.776665,15.750131,14.568189,82.652435,57.024323,135.45622,108.77956
99,56.34441,13382857.125,46.777035652691,12.460779,10.102598,16.755272,14.754844,81.23334,55.812515,138.28105,109.24704
117,51.258343,3814532.71875,53.181406176319044,13.45608,11.233679,16.674168,15.374072,83.341286,57.819042,138.05426,110.74943
108,48.076733,4562899.171875,54.210927929996274,15.123008,12.74542,18.326353,17.14486,86.646614,60.304348,142.4715,114.84793
114,56.54101,2184642.1171875,45.551380030206,13.403499,10.503602,17.255537,15.813495,83.23462,56.541183,139.64427,111.79555
77,51.98425,7630420.2734375,41.51266984683712,14.48819,11.355398,18.698397,16.800694,85.42293,58.027435,143.43149,114.074814
101,69.56942,3022405.66796875,45.58458184038217,12.045265,9.612114,17.139877,14.794134,80.31848,54.89151,139.33078,109.34456
95,49.512943,2622957.236328125,54.84547050363982,13.835022,11.861365,17.647224,15.947225,84.11715,58.877087,140.6926,112.11384
102,48.40598,3171169.04296875,53.02036110218649,14.902845,12.274713,16.902298,15.889071,86.22565,59.552685,138.68634,111.97465
137,43.82204,3095095.97265625,68.92290402485048,14.222894,12.538557,17.40444,15.987367,84.89531,59.977997,140.04666,112.20297
112,53.676876,6055486.5,52.51019013829006,14.062306,11.848058,16.918224,15.636868,84.57411,58.857452,138.72807,111.37619
109,72.23804,2581112.76171875,41.59145196976327,12.756283,10.131481,16.830973,15.002045,81.870636,55.86563,138.4866,109.85048
154,574.0587,61319951.0,71.86921512046204,9.506576,7.24667,14.944523,12.219001,74.22531,49.959152,133.10669,102.58928
122,63.041527,7900659.4765625,47.42876288528012,15.218385,12.512504,18.389105,16.959194,86.83328,59.938004,142.63988,114.43227
115,57.38329,658342.0947265625,52.69495980701095,10.225647,8.128374,12.956897,11.709481,76.0515,51.908043,126.920944,101.139694
118,51.007107,4965986.671875,50.125518720040446,13.185672,11.020232,17.25128,15.375074,82.77936,57.45288,139.6328,110.7513
93,53.324158,1913312.9765625,48.676020589903914,7.243815,5.828211,8.894156,8.196469,67.79788,46.46151,111.96028,89.804504
109,54.491108,2094039.236328125,47.451774449829585,15.5614605,12.695824,18.351881,17.059734,87.477585,60.22528,142.54,114.65758
107,56.615826,1207750.796875,38.74624477772007,7.5178328,5.9987545,14.45445,12.716136,68.64116,46.909622,131.63339,103.964905
129,55.7157,3357923.666015625,53.69605987130829,14.216348,11.682549,17.610102,16.230637,84.88023,58.582176,140.5915,112.7728
109,52.660023,1003129.4482421875,43.96983413064646,14.732003,12.930772,16.662554,15.784518,85.89446,60.59579,138.02386,111.72593
89,57.28201,19262516.140625,42.56574504654168,13.104596,9.8695135,16.318295,14.7060995,82.61052,55.379436,137.0686,109.123665
88,58.279747,760039.7578125,42.925779650388996,13.609441,11.325366,16.704113,14.985799,83.653336,57.978203,138.14055,109.8091
112,52.220093,6256659.9375,49.048390686201415,10.762667,8.578281,13.361694,12.049441,77.360886,52.84831,128.23605,102.11353
104,56.34165,1667775.484375,51.233605418892296,12.229113,9.189896,15.422802,13.891691,80.72831,54.07534,134.51689,107.06825
110,51.33352,688753.076171875,49.9361579724239,11.6968775,9.392047,15.17743,13.546906,79.5403,54.47142,133.79846,106.180244
134,141.21753,5704370.578125,55.051094874443685,14.429126,12.031309,17.664446,16.238169,85.30388,59.1584,140.7348,112.790085
115,58.80567,1037457.7880859375,44.17533894933985,11.753464,9.619504,15.16512,13.513858,79.662766,54.907246,133.76126,106.0884
38,60.063385,1351021.421875,114.29826233778665,11.786709,8.735711,16.246624,14.015079,79.73772,53.17099,136.8642,107.38466
94,54.239285,789957.181640625,47.976027542409135,11.912409,9.2566,15.58189,13.879612,80.02014,54.20536,134.97522,107.04117
172,133.63693,6055163.921875,61.01918203460183,15.38022,13.480754,18.429718,16.648335,87.14171,61.445023,142.74101,113.733765
108,57.18275,4091056.875,39.52053337941873,5.721656,4.461442,7.348614,6.52771,62.671623,42.499672,105.06322,83.23923
110,49.688988,9018183.28125,56.612661200504654,13.224555,10.56977,16.537989,15.179856,82.86415,56.65895,137.68417,110.282364
110,51.764603,3073697.7734375,60.836342319989946,11.060344,8.806441,17.077175,13.642674,78.07013,53.312622,139.15875,106.428085
180,108.729774,8928954.84375,81.96610210648821,13.693349,11.82312,15.90593,14.814598,83.827515,58.81417,135.90544,109.39189
112,56.43173,2552819.5,41.884120392048644,13.330326,11.02263,16.201977,14.9860735,83.081894,57.4542,136.73772,109.81488
132,62.051758,2888998.921875,67.85425341886277,12.641755,10.491886,16.282803,14.463451,81.62399,56.517937,136.97214,108.52348
125,44.597313,1268139.16015625,63.610737519182834,11.321826,7.7977324,17.661661,14.600515,78.677055,51.196968,140.7301,108.857925
109,53.216335,1635075.2568359375,45.789275107209875,13.06698,10.734829,17.211905,15.223769,82.527054,56.951096,139.52478,110.38902
134,57.328342,572140.349609375,52.95578288918265,14.252629,11.871598,17.793234,16.373037,84.9543,58.89313,141.07838,113.10306
122,54.969097,8731745.875,50.06607206747525,13.9917345,11.823512,17.05683,15.458571,84.432335,58.815517,139.10403,110.95591
127,206.51079,12841272.6171875,93.12978699944772,12.252616,10.94233,14.877253,13.3616,80.78041,57.317772,132.91084,105.68762
93,49.95166,1656795.36328125,57.46826782356177,10.5021925,8.382915,14.747677,12.124161,76.73433,52.444817,132.52304,102.32164
89,60.393288,2123363.912109375,50.27441784689058,9.14896,7.0907416,15.1802025,11.590839,73.28409,49.597015,133.8009,100.79779
111,56.76442,6436221.3984375,45.09419530488722,11.484014,6.710422,16.021528,13.973382,79.05405,48.693596,136.23517,107.27866
101,55.296864,2528873.11328125,42.29513468436706,14.0570345,12.21742,17.230013,15.824896,84.56611,59.460983,139.57422,111.819984
119,48.69544,3003900.73046875,59.90878279400588,9.359504,7.822705,11.369034,10.494265,73.84071,51.24829,121.51539,97.51296
110,84.42121,9645810.625,74.73758127399829,14.241901,11.279292,17.93939,16.216957,84.9306,57.896423,141.46355,112.7419
92,55.73704,3467754.5625,47.135204879818865,9.287624,7.796164,15.732464,13.941093,73.650665,51.18979,135.40912,107.194046
109,58.202553,3806080.30859375,43.16182050172858,10.978197,9.349942,14.357811,12.650353,77.87442,54.38687,131.34512,103.78006
119,49.233063,4495388.625,58.111809659268054,15.411396,12.522057,19.471455,17.92577,87.19651,59.95209,145.38113,116.568214
114,47.364887,915382.37109375,56.522607651993994,12.864767,10.973031,15.897208,14.245312,82.101364,57.37062,135.87474,107.97278
118,60.02123,14658194.15625,41.361693302518,13.4940605,11.073054,17.205032,15.683633,83.41879,57.54531,139.50342,111.49178
89,59.572964,2724457.048828125,44.86715281101741,14.124483,9.925711,17.712158,16.649315,84.69496,55.484154,140.86212,113.733475
128,51.66297,3224293.25,83.3298638600682,11.041143,9.643355,15.012407,12.923798,78.02305,54.951706,133.30804,104.520935
115,49.393913,2507657.65625,59.94510835443539,13.826413,10.958659,17.149216,15.695153,84.09803,57.34509,139.3584,111.51345
120,55.39586,4974757.5,40.90867305657811,9.840875,8.672385,12.180008,10.660691,75.08551,53.041344,124.33389,98.03137
107,54.687466,2499637.8671875,42.15760080535967,12.814984,10.473464,16.992205,15.398844,81.99789,56.48625,138.92726,110.81439
116,48.486412,9642726.5625,52.5727314284102,12.742958,10.383523,15.60794,14.432674,81.841866,56.323677,135.04993,108.44589
130,54.53584,24787778.4375,55.29604716461431,12.056084,9.731586,18.24782,14.9924755,80.34503,55.117867,142.2706,109.824905
112,49.49847,2858427.46875,46.58580058779982,5.8359766,4.6149917,7.858066,6.9489236,63.083977,42.983284,107.43407,84.993576
87,45.16138,4240227.41015625,72.50126952013495,9.8256445,7.8338747,13.263794,11.599212,75.04799,51.27529,127.91774,100.82704
141,51.466934,6122552.671875,54.18363641430986,13.512656,10.884247,16.664394,15.117089,83.45677,57.214363,138.02603,110.13022
102,53.192467,1646468.66015625,49.60165786433579,13.14018,10.864444,15.770643,14.791702,82.68037,57.18112,135.51794,109.3335
145,70.80081,30997882.5,41.55320032237289,12.618773,10.260532,16.112377,14.408385,81.57199,56.100037,136.4877,108.38458
117,51.435932,9644172.890625,54.476987687463044,8.878425,6.90785,15.123334,12.176316,72.55646,49.17031,133.63577,102.46808
112,54.96039,1461879.5625,46.61115589122013,13.279249,10.707944,17.199009,15.307338,82.97645,56.90572,139.49106,110.59339
105,57.24049,8387130.9375,37.97342595949913,13.031683,11.069351,16.284899,14.951222,82.455246,57.53724,136.97447,109.72679
111,50.609024,1504640.2294921875,47.81602570742496,15.336956,12.325105,18.464077,17.186832,87.054306,59.63595,142.83127,114.942795
119,49.807453,7407539.890625,53.149429125873496,12.617962,10.700151,15.709765,14.389804,81.57239,56.888123,135.34518,108.33678
104,53.459484,3029611.609375,60.730361087453616,8.858266,6.3667707,13.216369,10.943744,72.50026,47.849575,127.763084,98.88711
174,230.0654,25909410.1875,80.30218197339036,6.454284,4.5840554,13.165012,8.053887,65.23749,42.88575,127.596756,89.28403
88,68.6139,1540899.59375,61.79626461455822,13.918169,11.401393,16.726013,15.45948,84.28297,58.106575,138.19928,110.95577
140,95.396614,8363421.171875,46.269392577092745,11.742842,9.202306,15.603855,13.795478,79.64158,54.102676,135.03635,106.825516
113,49.413235,10289640.515625,60.21579439425548,8.091876,6.4406986,15.680288,11.3386,70.344345,48.033264,135.25497,100.0598
102,53.109753,2228764.9453125,41.9105318002677,13.929937,10.97495,18.214348,16.327482,84.30418,57.37132,142.18512,112.99293
127,173.67624,62686438.0,43.30116588265118,12.429458,9.805977,15.285031,14.271692,81.16308,55.25775,134.11166,108.03624
113,59.133835,5379562.30859375,45.93563452844915,12.724143,10.84671,16.852573,14.333885,81.80297,57.149178,138.54865,108.19205
101,58.90504,4577715.3203125,41.88386537452026,12.819394,10.539926,16.061184,14.388282,82.0092,56.60424,136.3461,108.32864
102,59.122116,2215439.203125,39.88908419713265,11.732574,8.6417465,14.896641,13.398397,79.61728,52.97985,132.96634,105.78778
156,543.78064,61409526.75,53.18499369829332,15.117912,12.841937,18.169851,16.720804,86.637794,60.458206,142.06723,113.89629
198,153.3805,15600367.40625,77.67526175728345,14.342525,11.445415,18.701994,17.08432,85.13345,58.179195,143.44003,114.71278
112,47.89893,11084161.375,59.87905901886214,8.420525,6.5751815,10.903149,9.8815975,71.28439,48.366962,119.82557,95.57775
114,49.31722,5967759.7265625,53.66198280382025,13.326875,8.88342,16.477894,15.294798,83.074455,53.468155,137.51712,110.561005
113,60.750458,5318253.1875,39.01450488980829,13.48249,11.206204,17.32909,15.3518915,83.395706,57.772232,139.84091,110.69978
106,54.036415,12753049.640625,51.43584349550175,13.3537445,11.221149,16.400202,14.911227,83.127945,57.79856,137.29611,109.62514
